temperature,humidity,soilhumidity,light,time
35.6,60,28.717948717948715,199,15:26:32 3/3/2025
35.2,61,26.959706959706963,272,15:29:34 3/3/2025
34.7,63,24.297924297924297,224,15:44:57 3/3/2025
34.7,63,27.179487179487182,243,15:48:02 3/3/2025
34.7,63,30.52503052503053,238,15:57:17 3/3/2025
34.7,63,29.914529914529922,276,16:00:21 3/3/2025
34.7,63,32.33211233211233,256,16:03:23 3/3/2025
34.7,63,31.623931623931625,272,16:06:28 3/3/2025
34.7,63,30.109890109890117,241,16:15:42 3/3/2025
34.2,63,30.57387057387058,262,16:18:45 3/3/2025
34.7,63,30.427350427350433,272,16:21:49 3/3/2025
34.2,63,30.57387057387058,277,16:24:51 3/3/2025
34.2,64,30.085470085470092,281,16:27:53 3/3/2025
34.2,64,31.233211233211236,285,16:30:54 3/3/2025
34.2,64,31.184371184371187,307,16:33:56 3/3/2025
34.2,64,33.30891330891332,299,16:36:58 3/3/2025
33.8,65,32.893772893772905,286,16:40:00 3/3/2025
33.8,65,33.0891330891331,304,16:43:02 3/3/2025
33.8,66,37.8021978021978,313,16:46:03 3/3/2025
33.8,66,28.620268620268618,306,16:49:05 3/3/2025
33.8,66,28.498168498168496,333,16:52:07 3/3/2025
33.8,66,29.03540903540903,346,16:55:09 3/3/2025
33.3,67,32.405372405372404,339,17:10:32 3/3/2025
33.3,67,31.623931623931625,372,17:13:37 3/3/2025
32.9,68,33.846153846153854,400,17:16:41 3/3/2025
33.3,67,33.65079365079366,434,17:19:43 3/3/2025
33.3,67,29.352869352869348,426,17:22:44 3/3/2025
32.8,69,25.860805860805854,448,17:25:46 3/3/2025
32.3,69,29.499389499389494,439,17:28:48 3/3/2025
32.3,69,30.427350427350433,464,17:31:50 3/3/2025
32.3,69,30.74481074481075,496,17:34:52 3/3/2025
32.2,70,30.57387057387058,549,17:37:54 3/3/2025
32.3,69,28.86446886446886,776,17:47:10 3/3/2025
31.8,70,29.64590964590964,891,17:50:14 3/3/2025
31.8,70,27.05738705738706,1087,17:53:16 3/3/2025
31.8,70,18.559218559218564,1343,17:56:17 3/3/2025
31.8,70,23.028083028083017,1648,17:59:19 3/3/2025
31.8,70,25.88522588522588,1995,18:02:21 3/3/2025
31.8,70,28.449328449328448,2403,18:05:23 3/3/2025
31.3,70,28.22954822954823,2610,18:08:27 3/3/2025
31.3,71,0,2887,18:11:29 3/3/2025
31.3,71,31.623931623931625,3199,18:14:30 3/3/2025
31.3,71,32.45421245421245,3791,18:17:32 3/3/2025
31.3,71,32.33211233211233,4061,18:20:34 3/3/2025
31.8,70,32.405372405372404,4095,18:23:36 3/3/2025
31.3,71,32.38095238095238,4095,18:26:37 3/3/2025
31.3,71,31.965811965811966,4095,18:29:39 3/3/2025
31.3,71,32.08791208791209,4095,18:32:41 3/3/2025
31.3,71,27.863247863247864,4063,18:35:43 3/3/2025
31.3,71,29.279609279609275,4095,18:38:48 3/3/2025
30.2,71,30.96459096459097,4095,18:48:01 3/3/2025
30.2,71,31.355311355311358,4095,18:51:06 3/3/2025
30.2,71,31.575091575091577,4095,18:54:09 3/3/2025
30.2,72,30.061050061050068,4095,18:57:11 3/3/2025
30.2,73,31.794871794871796,4095,19:00:13 3/3/2025
30.2,73,31.47741147741148,4095,19:03:14 3/3/2025
30.2,74,31.404151404151406,4095,19:06:22 3/3/2025
29.8,76,31.501831501831504,4095,19:09:23 3/3/2025
30.2,75,31.111111111111114,3644,19:18:36 3/3/2025
30.2,75,31.746031746031747,3598,19:21:39 3/3/2025
30.8,75,30.085470085470092,3443,19:24:41 3/3/2025
30.2,75,32.08791208791209,3407,19:27:43 3/3/2025
30.2,75,32.356532356532355,3447,19:30:45 3/3/2025
30.2,75,31.623931623931625,3452,19:33:47 3/3/2025
29.8,77,33.43101343101344,3380,19:34:49 3/3/2025
29.8,77,25.689865689865684,3328,19:37:51 3/3/2025
29.3,79,26.153846153846146,3331,19:47:04 3/3/2025
29.5,79,28.22954822954823,3311,19:50:07 3/3/2025
29.3,79,28.424908424908423,3343,19:53:09 3/3/2025
29.8,79,27.179487179487182,3359,19:56:11 3/3/2025
29.4,79,28.13186813186813,3363,19:59:13 3/3/2025
29.8,79,28.034188034188034,3277,20:02:15 3/3/2025
29.6,80,27.936507936507937,3312,20:23:49 3/3/2025
29.3,80,27.936507936507937,3319,20:26:53 3/3/2025
29.4,80,26.202686202686195,3301,20:29:55 3/3/2025
29.8,79,25.372405372405368,3294,20:32:57 3/3/2025
29.3,80,23.028083028083017,3303,20:35:59 3/3/2025
29.8,79,30.57387057387058,3283,20:39:00 3/3/2025
29.3,79,30.061050061050068,3277,20:42:03 3/3/2025
29.3,80,29.7924297924298,3277,20:45:06 3/3/2025
29.8,80,30.378510378510384,3327,20:48:08 3/3/2025
29.8,80,30.30525030525031,3312,20:51:10 3/3/2025
29.3,80,29.938949938949946,3291,21:00:23 3/3/2025
29.3,80,30.52503052503053,3318,21:03:28 3/3/2025
29.3,80,30.57387057387058,3281,21:06:31 3/3/2025
29.3,80,30.57387057387058,3330,21:09:33 3/3/2025
29.3,80,32.234432234432234,3266,21:18:46 3/3/2025
28.9,80,30.842490842490847,3337,21:21:51 3/3/2025
29,80,29.450549450549445,3303,21:24:55 3/3/2025
29.3,80,29.719169719169727,3287,21:27:57 3/3/2025
28.9,80,27.155067155067158,3308,21:37:10 3/3/2025
29.3,80,26.031746031746025,3303,21:40:14 3/3/2025
29.3,80,31.501831501831504,3328,21:49:27 3/3/2025
29.3,80,31.64835164835165,3248,21:52:32 3/3/2025
29,80,31.452991452991455,3346,21:55:36 3/3/2025
29.3,80,31.013431013431017,3346,21:58:37 3/3/2025
29.3,80,22.490842490842482,3478,22:14:01 3/3/2025
29.3,80,18.998778998779002,3493,22:17:06 3/3/2025
28.9,80,23.63858363858364,3477,22:20:09 3/3/2025
28.9,82,24.15140415140415,3536,22:23:12 3/3/2025
28.9,82,21.34310134310134,3473,22:26:14 3/3/2025
29,81,21.831501831501825,3523,22:29:16 3/3/2025
29.3,81,20.61050061050061,3504,22:32:18 3/3/2025
29.3,80,20.439560439560438,3469,22:35:20 3/3/2025
28.9,82,21.58730158730158,3487,22:44:33 3/3/2025
28.5,83,24.59096459096459,3451,22:47:38 3/3/2025
28.5,84,26.422466422466414,3498,22:50:42 3/3/2025
28.9,83,23.785103785103786,3475,22:53:44 3/3/2025
28.9,84,23.833943833943835,3490,23:02:57 3/3/2025
28.9,84,23.80952380952381,3505,23:06:02 3/3/2025
28.9,84,24.126984126984127,3472,23:09:06 3/3/2025
28.5,84,24.42002442002442,3520,23:12:08 3/3/2025
28.5,85,25.32356532356532,3502,23:15:10 3/3/2025
28.5,85,24.053724053724054,3498,23:18:12 3/3/2025
28.9,84,24.32234432234432,3490,23:27:25 3/3/2025
28.5,85,24.249084249084248,3481,23:30:29 3/3/2025
28.5,85,24.249084249084248,3494,23:33:31 3/3/2025
28.5,85,25.689865689865684,3472,23:36:32 3/3/2025
28.5,85,25.714285714285708,3520,23:39:34 3/3/2025
28,87,25.128205128205124,3509,23:42:36 3/3/2025
28.5,86,22.7106227106227,3163,23:51:49 3/3/2025
28.5,85,22.515262515262506,3179,23:54:54 3/3/2025
28.5,85,22.36874236874236,4095,00:04:09 4/3/2025
28.5,85,22.173382173382166,4095,00:07:12 4/3/2025
28,87,20.78144078144078,4095,00:16:26 4/3/2025
28,87,20.805860805860803,4095,00:19:30 4/3/2025
28,87,21.147741147741144,4095,00:22:34 4/3/2025
28,87,20.366300366300365,4095,00:25:36 4/3/2025
28,88,17.58241758241759,4095,00:34:49 4/3/2025
28,88,12.503052503052501,4095,00:37:53 4/3/2025
28,88,12.869352869352866,4095,00:40:55 4/3/2025
28,88,19.43833943833944,4095,00:43:56 4/3/2025
28,88,18.681318681318686,4095,00:46:58 4/3/2025
28,88,18.339438339438345,4095,00:50:00 4/3/2025
27.6,89,16.459096459096457,4095,00:53:02 4/3/2025
28,88,14.945054945054949,4095,00:56:04 4/3/2025
28,88,13.919413919413913,4095,00:59:05 4/3/2025
28,88,16.214896214896214,4095,01:02:07 4/3/2025
28,88,9.47496947496947,4095,01:05:09 4/3/2025
28,88,1.098901098901095,4095,01:08:11 4/3/2025
28,88,7.570207570207572,4095,01:17:24 4/3/2025
28,88,15.555555555555557,4095,01:20:28 4/3/2025
28,88,13.870573870573864,4095,01:23:30 4/3/2025
28,88,20.415140415140414,4095,01:26:32 4/3/2025
28,88,18.48595848595849,4095,01:41:55 4/3/2025
28,87,19.902319902319903,4095,01:44:59 4/3/2025
28,87,19.21855921855922,4095,01:48:01 4/3/2025
28,87,18.48595848595849,4095,01:51:03 4/3/2025
28,87,20.927960927960925,4095,01:54:04 4/3/2025
28,87,20.268620268620268,4095,01:57:06 4/3/2025
28,87,20.073260073260073,4095,02:00:08 4/3/2025
28,87,20.04884004884005,4095,02:03:10 4/3/2025
28,87,19.902319902319903,4095,02:06:12 4/3/2025
28,88,20.757020757020754,4095,02:09:14 4/3/2025
28,88,20.244200244200243,4095,02:12:15 4/3/2025
28,88,19.78021978021978,4095,02:15:17 4/3/2025
28,88,20.317460317460316,4095,02:18:19 4/3/2025
28,88,20.04884004884005,4095,02:21:21 4/3/2025
28,88,19.926739926739927,4095,02:24:23 4/3/2025
27.6,89,19.26739926739927,4095,02:27:24 4/3/2025
28,88,17.75335775335776,4095,02:30:26 4/3/2025
28,88,19.14529914529915,4095,02:33:28 4/3/2025
28,88,19.38949938949939,4095,02:36:30 4/3/2025
28,88,18.65689865689866,4095,02:39:31 4/3/2025
28,88,18.339438339438345,4095,02:42:33 4/3/2025
28,88,18.608058608058613,4095,02:45:35 4/3/2025
27.6,89,18.339438339438345,4095,02:48:37 4/3/2025
27.6,90,17.509157509157518,4095,02:51:39 4/3/2025
27.6,90,16.727716727716725,4095,02:54:40 4/3/2025
27.6,90,18.217338217338224,4095,02:57:42 4/3/2025
28.9,86,22.222222222222214,4095,03:06:57 4/3/2025
28.5,86,22.686202686202677,4095,03:10:01 4/3/2025
28,88,23.028083028083017,4095,03:13:03 4/3/2025
28,89,22.97924297924297,4095,03:16:04 4/3/2025
28,89,22.53968253968253,4095,03:19:06 4/3/2025
27.6,90,23.05250305250304,4095,03:22:08 4/3/2025
27.6,91,22.686202686202677,4095,03:31:21 4/3/2025
28,89,22.88156288156287,4095,03:34:25 4/3/2025
27.6,91,22.783882783882774,4095,03:37:27 4/3/2025
27.6,91,22.7106227106227,4095,03:40:28 4/3/2025
27.6,91,22.686202686202677,4095,03:49:43 4/3/2025
27.6,91,22.24664224664224,4095,03:52:46 4/3/2025
27.6,92,22.36874236874236,4095,04:02:00 4/3/2025
27.2,92,22.97924297924297,4095,04:05:05 4/3/2025
27.6,92,23.028083028083017,4095,04:08:09 4/3/2025
27.1,92,22.905982905982896,4095,04:11:10 4/3/2025
27.1,92,22.24664224664224,4095,04:20:24 4/3/2025
27.1,92,22.661782661782652,4095,04:23:29 4/3/2025
27.1,92,22.637362637362628,4095,04:26:32 4/3/2025
27.1,92,22.661782661782652,4095,04:29:34 4/3/2025
27.1,92,22.661782661782652,4095,04:32:36 4/3/2025
27.1,92,22.88156288156287,4095,04:35:38 4/3/2025
27.1,92,22.857142857142847,4095,04:38:39 4/3/2025
27.1,92,23.05250305250304,4095,04:41:41 4/3/2025
27.1,92,22.222222222222214,4095,04:44:43 4/3/2025
27.1,92,22.88156288156287,4095,04:47:45 4/3/2025
27.1,92,22.41758241758241,4095,04:50:46 4/3/2025
27.1,92,22.344322344322336,4095,04:53:48 4/3/2025
27.1,92,22.31990231990231,4095,04:56:50 4/3/2025
27.1,92,21.68498168498168,4095,04:59:52 4/3/2025
27.1,92,21.196581196581192,4095,05:02:54 4/3/2025
27.1,92,21.46520146520146,4095,05:05:56 4/3/2025
27.2,92,22.222222222222214,4095,05:08:58 4/3/2025
27.6,91,22.173382173382166,4095,05:12:00 4/3/2025
27.1,91,0,4071,05:27:25 4/3/2025
27.1,91,0,4080,05:30:29 4/3/2025
27.1,91,0,4095,05:33:30 4/3/2025
27.1,91,0,4095,05:36:32 4/3/2025
27.1,91,0,3789,05:51:55 4/3/2025
27.2,91,0,3431,05:54:59 4/3/2025
27.6,91,0,2983,05:58:01 4/3/2025
27.6,90,0,2619,06:01:03 4/3/2025
27.1,90,0,2409,06:04:05 4/3/2025
27.1,90,0,2260,06:07:06 4/3/2025
27.1,92,0,1335,06:16:19 4/3/2025
27.1,91,0,1246,06:19:24 4/3/2025
27.1,90,0,1055,06:22:28 4/3/2025
27.1,90,0,969,06:25:30 4/3/2025
27.1,91,0,844,06:28:32 4/3/2025
27.1,91,0,766,06:31:34 4/3/2025
27.1,91,0,749,06:34:36 4/3/2025
27.6,90,0,727,06:37:38 4/3/2025
27.6,90,0,625,06:40:39 4/3/2025
27.6,90,0,474,06:43:41 4/3/2025
27.6,90,0,377,06:46:43 4/3/2025
27.6,90,0,373,06:49:45 4/3/2025
